as_of_year,respondent_id,agency_name,agency_abbr,agency_code,loan_type_name,loan_type,property_type_name,property_type,loan_purpose_name,loan_purpose,owner_occupancy_name,owner_occupancy,loan_amount_000s,preapproval_name,preapproval,action_taken_name,action_taken,msamd_name,msamd,state_name,state_abbr,state_code,county_name,county_code,census_tract_number,applicant_ethnicity_name,applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_ethnicity,applicant_race_name_1,applicant_race_1,applicant_race_name_2,applicant_race_2,applicant_race_name_3,applicant_race_3,applicant_race_name_4,applicant_race_4,applicant_race_name_5,applicant_race_5,co_applicant_race_name_1,co_applicant_race_1,co_applicant_race_name_2,co_applicant_race_2,co_applicant_race_name_3,co_applicant_race_3,co_applicant_race_name_4,co_applicant_race_4,co_applicant_race_name_5,co_applicant_race_5,applicant_sex_name,applicant_sex,co_applicant_sex_name,co_applicant_sex,applicant_income_000s,purchaser_type_name,purchaser_type,denial_reason_name_1,denial_reason_1,denial_reason_name_2,denial_reason_2,denial_reason_name_3,denial_reason_3,rate_spread,hoepa_status_name,hoepa_status,lien_status_name,lien_status,edit_status_name,edit_status,sequence_number,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units,application_date_indicator
2017,451965,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,2640,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,New York County,61,183,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,787,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,8232,29.87000084,73700,246.5700073,1248,123,
2017,717974,Office of the Comptroller of the Currency,OCC,1,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,435,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,297,Not Hispanic or Latino,2,No co-applicant,5,Asian,2,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,109,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,2.7,Not a HOEPA loan,2,Secured by a first lien,1,,,,2128,58.83000183,73700,84.20999908,259,737,
2017,451965,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,1898,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,New York County,61,317.04,Hispanic or Latino,1,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,1100,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6887,41.34999847,73700,292.9299927,1235,138,
2017,38-2750395,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,212,Not applicable,3,Loan originated,1,,,New York,NY,36,Columbia County,21,16,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,141,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3574,6.489999771,62500,112.6800003,1012,2304,
2017,451965,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,140,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Kings County,47,370,Not Hispanic or Latino,2,"Information not provided by applicant in mail, Internet, or telephone application",3,White,5,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,Female,2,Male,1,58,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4074,35.22000122,73700,109.1299973,1087,1152,
2017,26-4599244,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,302,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,295,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,100,"Life insurance company, credit union, mortgage bank, or finance company",7,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3722,63.93999863,73700,109.7900009,1018,311,
2017,852218,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,142,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,295,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,88,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3722,63.93999863,73700,109.7900009,1018,311,
2017,2735146,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,205,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,295,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Female,2,Male,1,109,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3722,63.93999863,73700,109.7900009,1018,311,
2017,451965,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,223,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,295,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,80,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3722,63.93999863,73700,109.7900009,1018,311,
2017,3418909997,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,403,Preapproval was not requested,2,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Bronx County,5,4,Hispanic or Latino,1,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,113,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5915,96.40000153,73700,103.5800018,1403,2071,
2017,42-1586715,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,516,Preapproval was not requested,2,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Kings County,47,886,Not Hispanic or Latino,2,No co-applicant,5,Native Hawaiian or Other Pacific Islander,4,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,139,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4472,99.41999817,73700,67.72000122,330,899,
2017,280110,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,150,Not applicable,3,Loan originated,1,"Utica, Rome - NY",46540,New York,NY,36,Oneida County,65,256,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,54,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4443,2.180000067,62100,112.2600021,1385,1815,
2017,2317700005,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,361,Not applicable,3,Loan originated,1,"Nassau County, Suffolk County - NY",35004,New York,NY,36,Nassau County,59,5216.02,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,Female,2,Male,1,91,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3237,8.710000038,110800,108.8300018,1076,1101,
2017,2489805,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,1700,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,New York County,61,83,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,347,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3929,50.97999954,73700,57,285,156,
2017,36-4327855,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,137,Preapproval was not requested,2,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,291,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,69,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6605,85.27999878,73700,69.73000336,687,648,
2017,3303298,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,388,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,291,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,153,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6605,85.27999878,73700,69.73000336,687,648,
2017,13126,Office of the Comptroller of the Currency,OCC,1,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,536,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,New York County,61,150.02,Not Hispanic or Latino,2,Not Hispanic or Latino,2,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,Male,1,Female,2,285,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5171,16.45999908,73700,322.269989,1630,66,
2017,451965,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,649,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,291,Hispanic or Latino,1,Hispanic or Latino,1,White,5,,,,,,,,,White,5,,,,,,,,,Female,2,Male,1,159,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6605,85.27999878,73700,69.73000336,687,648,
2017,13-6131491,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,117,Not applicable,3,Loan originated,1,"Albany, Schenectady, Troy - NY",10580,New York,NY,36,Albany County,1,20,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,58,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6980,55.93000031,83100,64.26999664,1049,2452,
2017,7197000003,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,166,Preapproval was not requested,2,Loan originated,1,"Buffalo, Cheektowaga, Niagara Falls - NY",15380,New York,NY,36,Niagara County,63,228.03,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,78,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3448,5.130000114,68200,142.0099945,1315,1422,
2017,7197000003,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,186,Preapproval was not requested,2,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,291,Not Hispanic or Latino,2,No co-applicant,5,Asian,2,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,86,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6605,85.27999878,73700,69.73000336,687,648,
2017,7699,Office of the Comptroller of the Currency,OCC,1,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,107,Preapproval was not requested,2,Loan originated,1,,,New York,NY,36,Clinton County,19,1002,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,46,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4250,2.119999886,62500,115.6999969,1333,1916,
2017,3303298,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,1500,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,New York County,61,115,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,367,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3035,59.50999832,73700,196.2100067,267,153,
2017,852218,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,359,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,New York County,61,66,Not Hispanic or Latino,2,No co-applicant,5,Asian,2,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,124,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,11252,47.20999908,73700,0,1749,164,
2017,451965,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,319,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,289,Not Hispanic or Latino,2,Hispanic or Latino,1,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,115,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5574,79.05000305,73700,86.81999969,394,435,
2017,451965,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,424,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,New York County,61,114.02,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,284,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,2345,15.18000031,73700,346.9899902,834,172,
2017,852218,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,851,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,289,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5574,79.05000305,73700,86.81999969,394,435,
2017,817824,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,275,Preapproval was not requested,2,Loan originated,1,"Nassau County, Suffolk County - NY",35004,New York,NY,36,Nassau County,59,4167.02,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,77,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4137,29.89999962,110800,93.08000183,971,535,
2017,476810,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,700,Preapproval was requested,1,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,289,Hispanic or Latino,1,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Female,2,Male,1,164,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5574,79.05000305,73700,86.81999969,394,435,
2017,5582,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,400,Not applicable,3,Loan originated,1,"Albany, Schenectady, Troy - NY",10580,New York,NY,36,Albany County,1,137.06,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,356,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,2165,14.46000004,83100,143.5700073,718,814,
2017,3303298,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,1640,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,New York County,61,160.02,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,897,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3562,35.00999832,73700,175.8099976,455,0,
2017,718024,Office of the Comptroller of the Currency,OCC,1,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,80,Not applicable,3,Loan originated,1,,,New York,NY,36,Cayuga County,11,402,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,81,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4876,4.679999828,62500,115.4100037,1557,2135,
2017,480228,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,640,Preapproval was not requested,2,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,New York County,61,99,Not Hispanic or Latino,2,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,145,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4938,38.95999908,73700,265.6600037,328,63,
2017,852218,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,358,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,289,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,81,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5574,79.05000305,73700,86.81999969,394,435,
2017,22-3039688,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,8,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Kings County,47,936,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,Male,1,Female,2,141,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a subordinate lien,2,,,,1882,100,73700,110.8099976,358,605,
2017,480228,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,1100,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,New York County,61,80,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,250,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5045,19.20999908,73700,346.9899902,1478,67,
2017,852218,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,281,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,289,Not Hispanic or Latino,2,No co-applicant,5,Asian,2,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,128,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5574,79.05000305,73700,86.81999969,394,435,
2017,852218,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,385,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,289,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,Asian,2,,,,,,,,,Male,1,Male,1,228,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5574,79.05000305,73700,86.81999969,394,435,
2017,04-3212636,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,356,Preapproval was requested,1,Loan originated,1,"Nassau County, Suffolk County - NY",35004,New York,NY,36,Nassau County,59,4082,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,80,"Life insurance company, credit union, mortgage bank, or finance company",7,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6371,32.29999924,110800,102.8399963,1840,2112,
2017,37-1572886,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,205,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,288,Not Hispanic or Latino,2,No co-applicant,5,Asian,2,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,48,"Commercial bank, savings bank or savings association",6,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4693,98.84999847,73700,85.30999756,918,1415,
2017,852218,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,540,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,New York County,61,171,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,116,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,9135,24.86000061,73700,283.6700134,1856,117,
2017,7811300008,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,312,Preapproval was not requested,2,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Kings County,47,924,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,105,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3420,99.87999725,73700,59.40999985,294,842,
2017,852218,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,Multifamily dwelling,3,Home purchase,1,Not applicable,3,3700,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Bronx County,5,266.02,Not applicable,4,No co-applicant,5,Not applicable,7,,,,,,,,,No co-applicant,8,,,,,,,,,Not applicable,4,No co-applicant,5,,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5769,63.68999863,73700,58.58000183,494,864,
2017,852218,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,705,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614,New York,NY,36,Queens County,81,287,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,170,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6423,67.12999725,73700,100.2300034,890,179,
